order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_000774,1,PROD_000304,SELL_000020,2024-10-14,26.84,32.81
ORD_000774,2,PROD_000487,SELL_000039,2024-01-27,282.47,34.01
ORD_000774,3,PROD_000365,SELL_000005,2024-10-24,196.12,23.55
ORD_000775,1,PROD_000081,SELL_000013,2024-03-01,414.01,9.85
ORD_000775,2,PROD_000295,SELL_000038,2024-01-20,261.44,8.15
ORD_000775,3,PROD_000112,SELL_000013,2024-06-14,202.35,30.27
ORD_000776,1,PROD_000049,SELL_000029,2024-03-19,124.42,24.4
ORD_000776,2,PROD_000442,SELL_000041,2024-07-24,249.64,49.63
ORD_000777,1,PROD_000467,SELL_000031,2024-02-14,15.56,34.48
ORD_000778,1,PROD_000462,SELL_000037,2024-02-18,313.01,44.95
ORD_000778,2,PROD_000407,SELL_000049,2024-09-03,152.38,19.45
ORD_000778,3,PROD_000444,SELL_000002,2024-02-28,127.2,14.27
ORD_000778,4,PROD_000082,SELL_000002,2024-05-08,143.49,40.96
ORD_000778,5,PROD_000304,SELL_000024,2024-08-09,23.63,27.19
ORD_000779,1,PROD_000458,SELL_000034,2024-09-01,387.27,20.52
ORD_000779,2,PROD_000424,SELL_000046,2024-09-11,232.35,38.8
ORD_000779,3,PROD_000079,SELL_000023,2024-12-29,431.24,25.67
ORD_000780,1,PROD_000039,SELL_000025,2024-04-17,67.66,6.17
ORD_000780,2,PROD_000101,SELL_000043,2024-09-12,480.24,27.67
ORD_000781,1,PROD_000048,SELL_000042,2024-12-10,374.73,39.61
ORD_000782,1,PROD_000395,SELL_000045,2024-08-14,488.51,48.7
ORD_000782,2,PROD_000489,SELL_000013,2024-10-21,309.91,43.69
ORD_000782,3,PROD_000106,SELL_000004,2024-08-06,205.48,25.77
ORD_000783,1,PROD_000177,SELL_000039,2024-11-08,147.66,46.13
ORD_000784,1,PROD_000204,SELL_000044,2024-11-06,130.33,37.21
ORD_000784,2,PROD_000393,SELL_000016,2024-04-22,348.11,7.67
ORD_000784,3,PROD_000253,SELL_000007,2024-12-15,165.96,41.85
ORD_000784,4,PROD_000401,SELL_000002,2024-10-24,252.78,46.09
ORD_000785,1,PROD_000336,SELL_000004,2024-10-14,216.22,16.23
ORD_000785,2,PROD_000111,SELL_000020,2024-04-21,423.75,40.96
ORD_000785,3,PROD_000208,SELL_000022,2024-10-01,391.37,18.19
ORD_000786,1,PROD_000356,SELL_000034,2024-10-10,104.42,44.39
ORD_000786,2,PROD_000088,SELL_000016,2024-08-28,174.18,37.95
ORD_000786,3,PROD_000431,SELL_000037,2024-09-10,101.39,28.61
ORD_000786,4,PROD_000456,SELL_000021,2024-10-05,420.85,11.36
ORD_000786,5,PROD_000192,SELL_000036,2024-06-22,373.92,21.02
ORD_000787,1,PROD_000109,SELL_000040,2024-02-29,448.14,47.97
ORD_000788,1,PROD_000494,SELL_000014,2024-06-09,264.5,12.43
ORD_000789,1,PROD_000220,SELL_000032,2024-10-05,284.79,14.28
ORD_000789,2,PROD_000364,SELL_000032,2024-04-11,204.23,30.32
ORD_000790,1,PROD_000075,SELL_000016,2024-09-30,18.33,16.61
ORD_000790,2,PROD_000121,SELL_000027,2024-05-11,225.1,28.35
ORD_000791,1,PROD_000216,SELL_000018,2024-09-22,221.06,26.58
ORD_000791,2,PROD_000365,SELL_000018,2024-02-21,202.52,27.1
ORD_000791,3,PROD_000046,SELL_000009,2024-01-21,206.16,9.75
ORD_000791,4,PROD_000171,SELL_000023,2024-03-28,291.79,26.64
ORD_000792,1,PROD_000063,SELL_000017,2024-07-03,261.56,5.22
ORD_000793,1,PROD_000057,SELL_000048,2024-05-18,134.0,8.58
ORD_000794,1,PROD_000092,SELL_000035,2024-02-28,356.3,37.01
ORD_000794,2,PROD_000360,SELL_000025,2024-02-06,45.62,29.26
ORD_000794,3,PROD_000061,SELL_000007,2024-06-07,199.49,6.4
ORD_000794,4,PROD_000102,SELL_000025,2024-02-09,53.77,32.34
ORD_000795,1,PROD_000384,SELL_000048,2024-01-13,393.52,20.38
ORD_000795,2,PROD_000364,SELL_000041,2024-05-19,195.75,20.78
ORD_000795,3,PROD_000133,SELL_000012,2024-07-23,255.38,16.11
ORD_000795,4,PROD_000260,SELL_000049,2024-05-11,463.2,47.44
ORD_000796,1,PROD_000256,SELL_000029,2024-02-16,494.43,41.31
ORD_000796,2,PROD_000102,SELL_000019,2024-12-13,143.62,35.87
ORD_000797,1,PROD_000174,SELL_000037,2024-07-01,340.54,40.46
ORD_000797,2,PROD_000015,SELL_000001,2024-04-29,496.31,43.31
ORD_000797,3,PROD_000048,SELL_000039,2024-07-31,325.33,11.2
ORD_000798,1,PROD_000398,SELL_000010,2024-04-23,484.65,21.94
ORD_000798,2,PROD_000301,SELL_000031,2024-05-17,346.62,36.07
ORD_000798,3,PROD_000334,SELL_000047,2024-08-16,374.43,41.13
ORD_000798,4,PROD_000200,SELL_000034,2024-04-29,272.19,34.62
ORD_000799,1,PROD_000483,SELL_000038,2024-06-16,420.49,33.39
ORD_000800,1,PROD_000405,SELL_000038,2024-04-10,136.73,40.14
ORD_000801,1,PROD_000294,SELL_000006,2024-07-28,344.65,45.81
ORD_000801,2,PROD_000017,SELL_000035,2024-02-29,44.12,23.53
ORD_000801,3,PROD_000355,SELL_000017,2024-01-11,127.87,41.73
ORD_000801,4,PROD_000322,SELL_000017,2024-10-15,143.28,44.22
ORD_000801,5,PROD_000493,SELL_000031,2024-08-26,26.62,36.1
ORD_000802,1,PROD_000415,SELL_000032,2024-10-20,172.05,34.73
ORD_000802,2,PROD_000172,SELL_000046,2024-03-05,159.39,13.16
ORD_000803,1,PROD_000131,SELL_000019,2024-11-10,376.93,24.25
ORD_000803,2,PROD_000169,SELL_000019,2024-03-12,419.3,49.14
ORD_000803,3,PROD_000385,SELL_000045,2024-09-01,422.86,36.42
ORD_000804,1,PROD_000433,SELL_000028,2024-03-08,242.58,12.59
ORD_000804,2,PROD_000004,SELL_000001,2024-02-28,213.3,46.86
ORD_000804,3,PROD_000456,SELL_000046,2024-02-05,327.7,25.11
ORD_000805,1,PROD_000157,SELL_000030,2024-10-24,334.51,17.81
ORD_000805,2,PROD_000385,SELL_000021,2024-10-27,100.22,19.09
ORD_000805,3,PROD_000061,SELL_000027,2024-12-31,114.3,15.26
ORD_000806,1,PROD_000217,SELL_000018,2024-09-21,306.96,37.33
ORD_000806,2,PROD_000352,SELL_000044,2024-01-25,35.98,25.02
ORD_000807,1,PROD_000285,SELL_000007,2024-03-06,344.71,33.03
ORD_000807,2,PROD_000326,SELL_000042,2024-06-22,229.75,47.84
ORD_000807,3,PROD_000378,SELL_000048,2024-05-03,30.07,17.18
ORD_000807,4,PROD_000399,SELL_000037,2024-06-04,284.12,9.04
ORD_000808,1,PROD_000089,SELL_000041,2024-12-28,446.6,43.15
ORD_000808,2,PROD_000410,SELL_000016,2024-06-10,359.68,39.82
ORD_000808,3,PROD_000404,SELL_000035,2024-04-14,323.55,26.75
ORD_000809,1,PROD_000415,SELL_000031,2024-07-03,431.13,34.63
ORD_000809,2,PROD_000294,SELL_000036,2024-03-05,333.18,7.17
ORD_000809,3,PROD_000071,SELL_000027,2024-06-16,195.39,33.67
ORD_000809,4,PROD_000487,SELL_000046,2024-08-30,56.97,8.73
ORD_000809,5,PROD_000266,SELL_000036,2024-03-08,442.93,37.8
ORD_000810,1,PROD_000428,SELL_000034,2024-08-28,480.3,35.38
ORD_000811,1,PROD_000405,SELL_000039,2024-05-23,45.76,37.47
ORD_000811,2,PROD_000002,SELL_000032,2024-10-23,69.2,49.5
ORD_000811,3,PROD_000062,SELL_000005,2024-06-03,467.18,16.6
ORD_000811,4,PROD_000196,SELL_000046,2024-11-29,50.05,9.64
ORD_000811,5,PROD_000299,SELL_000033,2024-05-04,39.57,30.95
ORD_000812,1,PROD_000410,SELL_000020,2024-03-30,368.41,18.59
ORD_000812,2,PROD_000471,SELL_000032,2024-04-19,480.21,41.6
ORD_000812,3,PROD_000344,SELL_000034,2024-10-07,430.41,39.44
ORD_000813,1,PROD_000124,SELL_000032,2024-12-09,246.6,18.16
ORD_000813,2,PROD_000346,SELL_000047,2024-09-11,234.66,7.54
ORD_000814,1,PROD_000287,SELL_000008,2024-11-20,82.05,15.9
ORD_000814,2,PROD_000172,SELL_000007,2024-03-22,52.41,34.24
ORD_000814,3,PROD_000395,SELL_000036,2024-01-17,279.79,12.35
ORD_000814,4,PROD_000085,SELL_000026,2024-09-05,290.16,31.35
ORD_000814,5,PROD_000315,SELL_000027,2024-12-07,208.87,37.76
ORD_000815,1,PROD_000278,SELL_000028,2024-07-04,456.18,42.96
ORD_000815,2,PROD_000282,SELL_000014,2024-10-20,326.83,21.25
ORD_000816,1,PROD_000210,SELL_000020,2024-07-26,381.41,35.09
ORD_000817,1,PROD_000500,SELL_000007,2024-01-02,416.26,13.5
ORD_000817,2,PROD_000382,SELL_000031,2024-01-06,417.66,38.72
ORD_000818,1,PROD_000229,SELL_000003,2024-05-06,248.83,39.95
ORD_000819,1,PROD_000324,SELL_000033,2024-08-02,460.33,36.73
ORD_000819,2,PROD_000223,SELL_000049,2024-10-24,120.15,6.65
ORD_000819,3,PROD_000410,SELL_000049,2024-12-28,27.21,48.38
ORD_000819,4,PROD_000456,SELL_000033,2024-05-01,143.75,17.21
ORD_000819,5,PROD_000080,SELL_000044,2024-12-22,348.87,27.13
ORD_000820,1,PROD_000277,SELL_000029,2024-07-29,467.6,12.92
ORD_000820,2,PROD_000210,SELL_000023,2024-02-01,427.69,40.93
ORD_000820,3,PROD_000345,SELL_000018,2024-06-24,203.53,24.87
ORD_000821,1,PROD_000242,SELL_000026,2024-07-04,341.72,9.04
ORD_000821,2,PROD_000307,SELL_000033,2024-03-24,256.05,25.1
ORD_000821,3,PROD_000301,SELL_000018,2024-09-13,243.55,20.75
ORD_000821,4,PROD_000440,SELL_000003,2024-04-10,160.59,39.41
ORD_000822,1,PROD_000032,SELL_000012,2024-08-12,487.73,22.87
ORD_000822,2,PROD_000116,SELL_000004,2024-04-21,71.25,38.44
ORD_000823,1,PROD_000177,SELL_000011,2024-07-10,476.7,15.02
ORD_000823,2,PROD_000006,SELL_000040,2024-01-18,499.56,25.77
ORD_000823,3,PROD_000397,SELL_000017,2024-01-22,368.9,15.22
ORD_000824,1,PROD_000222,SELL_000033,2024-06-25,81.85,11.68
ORD_000825,1,PROD_000205,SELL_000048,2024-09-03,190.37,10.63
ORD_000825,2,PROD_000363,SELL_000036,2024-04-13,246.27,33.48
ORD_000825,3,PROD_000304,SELL_000002,2024-02-02,362.86,21.12
ORD_000825,4,PROD_000430,SELL_000014,2024-07-24,364.43,39.52
ORD_000826,1,PROD_000477,SELL_000014,2024-04-10,76.64,24.55
ORD_000826,2,PROD_000112,SELL_000017,2024-03-08,83.23,47.47
ORD_000826,3,PROD_000357,SELL_000026,2024-03-23,388.93,39.69
ORD_000826,4,PROD_000119,SELL_000030,2024-03-13,448.65,42.48
ORD_000826,5,PROD_000417,SELL_000015,2024-09-12,340.34,13.38
ORD_000827,1,PROD_000107,SELL_000007,2024-01-20,124.21,15.32
ORD_000827,2,PROD_000242,SELL_000050,2024-12-24,360.05,7.39
ORD_000827,3,PROD_000279,SELL_000045,2024-10-27,162.98,34.47
ORD_000827,4,PROD_000129,SELL_000003,2024-04-15,374.1,5.5
ORD_000827,5,PROD_000102,SELL_000013,2024-04-30,444.58,13.85
ORD_000828,1,PROD_000324,SELL_000041,2024-10-03,444.75,28.16
ORD_000829,1,PROD_000144,SELL_000024,2024-07-24,320.96,48.57
ORD_000829,2,PROD_000066,SELL_000024,2024-11-27,248.56,29.63
ORD_000829,3,PROD_000473,SELL_000001,2024-05-18,237.72,24.79
ORD_000829,4,PROD_000304,SELL_000034,2024-12-30,324.44,21.73
ORD_000829,5,PROD_000479,SELL_000044,2024-12-13,65.7,47.73
ORD_000830,1,PROD_000338,SELL_000025,2024-10-04,18.12,48.98
ORD_000830,2,PROD_000322,SELL_000025,2024-06-01,191.07,36.77
ORD_000830,3,PROD_000158,SELL_000020,2024-12-20,80.6,21.54
ORD_000830,4,PROD_000341,SELL_000045,2024-10-04,397.86,25.86
ORD_000830,5,PROD_000343,SELL_000011,2024-08-11,151.79,19.54
ORD_000831,1,PROD_000323,SELL_000029,2024-04-12,327.37,49.59
ORD_000831,2,PROD_000309,SELL_000028,2024-09-25,269.37,32.75
ORD_000832,1,PROD_000372,SELL_000009,2024-09-27,496.1,14.6
ORD_000832,2,PROD_000412,SELL_000037,2024-01-21,118.26,25.56
ORD_000832,3,PROD_000467,SELL_000039,2024-08-28,457.72,35.46
ORD_000833,1,PROD_000442,SELL_000014,2024-12-13,113.5,36.2
ORD_000833,2,PROD_000012,SELL_000016,2024-03-26,56.36,27.94
ORD_000833,3,PROD_000388,SELL_000038,2024-12-12,216.1,20.55
ORD_000833,4,PROD_000186,SELL_000050,2024-02-12,343.66,37.74
ORD_000833,5,PROD_000066,SELL_000022,2024-01-07,204.1,24.55
ORD_000834,1,PROD_000208,SELL_000041,2024-12-10,386.03,23.15
ORD_000834,2,PROD_000235,SELL_000015,2024-06-02,252.16,26.2
ORD_000834,3,PROD_000446,SELL_000020,2024-10-18,292.73,28.94
ORD_000834,4,PROD_000127,SELL_000010,2024-10-14,295.95,37.59
ORD_000834,5,PROD_000046,SELL_000047,2024-01-02,123.24,20.07
ORD_000835,1,PROD_000076,SELL_000031,2024-07-15,92.76,9.64
ORD_000835,2,PROD_000181,SELL_000037,2024-07-25,128.59,35.47
ORD_000835,3,PROD_000152,SELL_000014,2024-10-21,341.57,23.66
ORD_000836,1,PROD_000310,SELL_000017,2024-11-11,175.04,31.84
ORD_000836,2,PROD_000004,SELL_000013,2024-10-12,285.81,19.42
ORD_000836,3,PROD_000381,SELL_000019,2024-08-01,187.52,40.04
ORD_000836,4,PROD_000335,SELL_000024,2024-04-12,46.5,7.62
ORD_000836,5,PROD_000252,SELL_000014,2024-01-18,36.25,38.22
ORD_000837,1,PROD_000009,SELL_000043,2024-03-16,370.79,47.52
ORD_000838,1,PROD_000195,SELL_000043,2024-07-12,118.51,38.43
ORD_000838,2,PROD_000086,SELL_000023,2024-07-19,331.84,25.75
ORD_000839,1,PROD_000088,SELL_000047,2024-04-15,149.69,27.72
ORD_000839,2,PROD_000138,SELL_000037,2024-04-20,303.21,7.94
ORD_000840,1,PROD_000003,SELL_000007,2024-10-25,70.68,32.14
ORD_000840,2,PROD_000155,SELL_000036,2024-09-23,221.09,37.4
ORD_000840,3,PROD_000373,SELL_000002,2024-08-15,111.86,43.65
ORD_000840,4,PROD_000079,SELL_000027,2024-06-08,159.06,39.0
ORD_000841,1,PROD_000454,SELL_000037,2024-11-18,348.52,34.9
ORD_000841,2,PROD_000264,SELL_000023,2024-11-11,187.9,47.28
ORD_000841,3,PROD_000047,SELL_000031,2024-08-09,399.53,40.41
ORD_000841,4,PROD_000316,SELL_000043,2024-01-13,303.74,27.3
ORD_000841,5,PROD_000471,SELL_000027,2024-05-30,458.49,39.7
ORD_000842,1,PROD_000327,SELL_000036,2024-02-26,17.09,20.75
ORD_000842,2,PROD_000252,SELL_000016,2024-05-20,215.05,48.26
ORD_000842,3,PROD_000428,SELL_000020,2024-05-11,457.94,40.67
ORD_000843,1,PROD_000277,SELL_000029,2024-10-09,442.27,38.49
ORD_000843,2,PROD_000403,SELL_000046,2024-06-16,74.08,47.45
ORD_000844,1,PROD_000338,SELL_000022,2024-07-19,224.0,46.33
ORD_000845,1,PROD_000284,SELL_000013,2024-08-15,275.74,45.23
ORD_000846,1,PROD_000227,SELL_000006,2024-10-31,269.05,38.91
ORD_000846,2,PROD_000258,SELL_000016,2024-08-16,143.99,41.69
ORD_000846,3,PROD_000182,SELL_000003,2024-11-07,411.51,27.87
ORD_000846,4,PROD_000317,SELL_000014,2024-09-15,29.88,12.1
ORD_000847,1,PROD_000030,SELL_000010,2024-05-03,32.09,43.73
ORD_000847,2,PROD_000331,SELL_000038,2024-12-11,201.07,22.7
ORD_000847,3,PROD_000312,SELL_000041,2024-03-26,139.96,15.0
ORD_000848,1,PROD_000184,SELL_000017,2024-09-28,208.79,19.85
ORD_000848,2,PROD_000058,SELL_000012,2024-02-23,346.15,22.5
ORD_000849,1,PROD_000259,SELL_000029,2024-02-03,12.5,29.57
ORD_000849,2,PROD_000108,SELL_000022,2024-06-08,215.61,18.08
ORD_000850,1,PROD_000001,SELL_000020,2024-10-28,403.17,14.54
ORD_000850,2,PROD_000207,SELL_000017,2024-08-14,145.34,24.36
ORD_000850,3,PROD_000468,SELL_000038,2024-03-04,331.97,44.66
ORD_000850,4,PROD_000219,SELL_000006,2024-04-06,96.94,41.56
ORD_000851,1,PROD_000387,SELL_000016,2024-10-22,409.91,23.23
ORD_000852,1,PROD_000180,SELL_000036,2024-07-29,357.98,36.99
ORD_000852,2,PROD_000360,SELL_000005,2024-11-23,285.88,33.75
ORD_000852,3,PROD_000022,SELL_000020,2024-03-04,163.79,32.1
ORD_000853,1,PROD_000111,SELL_000024,2024-03-09,424.1,23.72
ORD_000853,2,PROD_000367,SELL_000043,2024-07-25,10.62,41.67
ORD_000854,1,PROD_000161,SELL_000021,2024-01-02,385.55,6.17
ORD_000854,2,PROD_000301,SELL_000022,2024-09-04,104.58,28.34
ORD_000854,3,PROD_000055,SELL_000002,2024-02-06,100.34,18.24
ORD_000854,4,PROD_000182,SELL_000030,2024-02-19,481.92,9.17
ORD_000854,5,PROD_000192,SELL_000036,2024-01-30,198.54,46.14
ORD_000855,1,PROD_000307,SELL_000019,2024-11-08,288.42,31.03
ORD_000856,1,PROD_000468,SELL_000026,2024-11-17,394.36,21.82
ORD_000856,2,PROD_000450,SELL_000023,2024-06-22,69.2,9.27
ORD_000857,1,PROD_000114,SELL_000037,2024-07-30,270.8,8.67
ORD_000857,2,PROD_000222,SELL_000043,2024-09-10,47.63,5.35
ORD_000857,3,PROD_000006,SELL_000042,2024-06-09,309.06,11.64
ORD_000857,4,PROD_000436,SELL_000014,2024-12-29,89.84,42.6
ORD_000857,5,PROD_000491,SELL_000036,2024-07-07,18.46,46.33
ORD_000858,1,PROD_000308,SELL_000028,2024-02-13,85.31,31.59
ORD_000859,1,PROD_000417,SELL_000009,2024-02-09,383.58,17.58
ORD_000859,2,PROD_000181,SELL_000011,2024-03-11,30.62,44.22
ORD_000860,1,PROD_000022,SELL_000043,2024-01-28,472.4,42.21
ORD_000860,2,PROD_000245,SELL_000044,2024-02-08,468.46,26.2
ORD_000860,3,PROD_000186,SELL_000034,2024-10-12,180.89,11.95
ORD_000861,1,PROD_000131,SELL_000035,2024-01-05,200.44,9.78
ORD_000861,2,PROD_000354,SELL_000012,2024-08-01,396.61,38.33
ORD_000861,3,PROD_000370,SELL_000003,2024-11-29,122.48,7.68
ORD_000861,4,PROD_000199,SELL_000038,2024-07-09,472.16,24.32
ORD_000862,1,PROD_000345,SELL_000006,2024-03-28,63.98,29.95
ORD_000862,2,PROD_000025,SELL_000042,2024-02-03,275.6,45.46
ORD_000862,3,PROD_000342,SELL_000047,2024-03-09,433.11,36.97
ORD_000862,4,PROD_000400,SELL_000015,2024-12-14,311.14,32.39
ORD_000863,1,PROD_000101,SELL_000004,2024-04-04,169.03,31.27
ORD_000863,2,PROD_000382,SELL_000033,2024-09-11,294.6,46.19
ORD_000864,1,PROD_000220,SELL_000010,2024-04-24,66.36,17.8
ORD_000865,1,PROD_000308,SELL_000028,2024-10-12,332.47,27.72
ORD_000865,2,PROD_000310,SELL_000007,2024-01-12,441.92,36.68
ORD_000865,3,PROD_000325,SELL_000007,2024-10-20,383.78,43.71
ORD_000866,1,PROD_000496,SELL_000019,2024-07-03,25.11,12.35
ORD_000867,1,PROD_000073,SELL_000049,2024-01-27,422.85,40.67
ORD_000868,1,PROD_000266,SELL_000008,2024-07-27,395.15,39.92
ORD_000869,1,PROD_000394,SELL_000001,2024-05-10,135.0,40.83
ORD_000869,2,PROD_000209,SELL_000003,2024-10-05,353.72,36.13
ORD_000869,3,PROD_000256,SELL_000007,2024-05-12,28.69,39.85
ORD_000869,4,PROD_000431,SELL_000016,2024-05-20,218.18,19.66
ORD_000869,5,PROD_000144,SELL_000037,2024-06-30,24.62,23.18
ORD_000870,1,PROD_000349,SELL_000048,2024-06-20,416.03,46.03
ORD_000870,2,PROD_000018,SELL_000027,2024-03-09,349.23,25.55
ORD_000870,3,PROD_000175,SELL_000026,2024-08-10,301.12,14.92
ORD_000870,4,PROD_000317,SELL_000041,2024-10-07,458.13,20.68
ORD_000870,5,PROD_000335,SELL_000003,2024-09-07,136.37,32.38
ORD_000871,1,PROD_000041,SELL_000020,2024-03-15,335.93,34.61
ORD_000871,2,PROD_000149,SELL_000040,2024-07-03,232.61,43.67
ORD_000871,3,PROD_000334,SELL_000029,2024-08-09,97.78,43.16
ORD_000872,1,PROD_000148,SELL_000030,2024-07-27,378.85,32.22
ORD_000872,2,PROD_000450,SELL_000039,2024-06-26,105.67,9.31
ORD_000872,3,PROD_000481,SELL_000019,2024-09-11,78.1,49.12
ORD_000872,4,PROD_000206,SELL_000008,2024-08-29,494.72,35.25
ORD_000872,5,PROD_000193,SELL_000034,2024-06-13,295.4,5.64
ORD_000873,1,PROD_000067,SELL_000039,2024-08-17,479.08,8.82
ORD_000873,2,PROD_000389,SELL_000025,2024-07-18,77.18,37.36
ORD_000873,3,PROD_000205,SELL_000028,2024-01-06,386.32,18.88
ORD_000873,4,PROD_000268,SELL_000009,2024-05-19,405.88,23.0
ORD_000874,1,PROD_000305,SELL_000041,2024-12-12,212.4,34.27
ORD_000874,2,PROD_000064,SELL_000026,2024-07-09,195.45,42.76
ORD_000874,3,PROD_000382,SELL_000032,2024-12-17,154.72,12.12
ORD_000874,4,PROD_000460,SELL_000024,2024-09-12,476.4,14.28
ORD_000874,5,PROD_000368,SELL_000010,2024-06-15,82.5,13.07
ORD_000875,1,PROD_000175,SELL_000010,2024-06-24,415.62,22.56
ORD_000875,2,PROD_000018,SELL_000001,2024-09-24,167.3,42.66
ORD_000876,1,PROD_000159,SELL_000039,2024-07-19,440.5,25.37
ORD_000876,2,PROD_000056,SELL_000024,2024-01-30,176.34,11.76
ORD_000876,3,PROD_000321,SELL_000024,2024-04-27,171.92,39.54
ORD_000876,4,PROD_000097,SELL_000047,2024-03-02,262.37,21.72
ORD_000876,5,PROD_000212,SELL_000002,2024-06-18,310.18,42.32
ORD_000877,1,PROD_000148,SELL_000043,2024-03-18,128.68,10.71
ORD_000877,2,PROD_000368,SELL_000046,2024-03-05,13.25,8.83
ORD_000878,1,PROD_000472,SELL_000038,2024-05-19,459.04,45.01
ORD_000878,2,PROD_000116,SELL_000047,2024-02-26,398.49,17.47
ORD_000879,1,PROD_000144,SELL_000002,2024-10-03,463.86,26.85
ORD_000880,1,PROD_000136,SELL_000045,2024-04-11,343.65,33.58
ORD_000880,2,PROD_000449,SELL_000031,2024-10-30,383.41,11.8
ORD_000881,1,PROD_000024,SELL_000049,2024-03-18,57.37,10.16
ORD_000881,2,PROD_000477,SELL_000034,2024-03-17,121.76,14.77
ORD_000881,3,PROD_000319,SELL_000037,2024-12-15,451.59,28.27
ORD_000882,1,PROD_000056,SELL_000042,2024-01-09,480.46,41.18
ORD_000882,2,PROD_000291,SELL_000025,2024-03-19,432.14,12.32
ORD_000882,3,PROD_000210,SELL_000023,2024-08-26,264.47,32.74
ORD_000882,4,PROD_000413,SELL_000028,2024-04-22,342.85,21.27
ORD_000882,5,PROD_000243,SELL_000029,2024-05-25,390.39,44.19
ORD_000883,1,PROD_000214,SELL_000014,2024-12-26,157.25,28.52
ORD_000883,2,PROD_000273,SELL_000010,2024-04-11,377.0,49.65
ORD_000884,1,PROD_000162,SELL_000020,2024-06-01,376.45,10.77
ORD_000884,2,PROD_000165,SELL_000013,2024-06-17,67.21,45.46
ORD_000885,1,PROD_000348,SELL_000036,2024-04-06,281.23,19.9
ORD_000885,2,PROD_000128,SELL_000017,2024-06-22,189.11,29.93
ORD_000885,3,PROD_000270,SELL_000012,2024-09-19,481.47,12.15
ORD_000885,4,PROD_000135,SELL_000029,2024-07-23,241.68,22.09
ORD_000885,5,PROD_000194,SELL_000046,2024-01-24,270.82,29.32
ORD_000886,1,PROD_000154,SELL_000021,2024-12-28,351.19,27.52
ORD_000886,2,PROD_000041,SELL_000047,2024-12-07,73.4,33.16
ORD_000886,3,PROD_000161,SELL_000014,2024-02-07,345.17,41.97
ORD_000886,4,PROD_000367,SELL_000025,2024-10-12,186.35,13.53
ORD_000887,1,PROD_000398,SELL_000049,2024-12-30,76.77,10.78
ORD_000887,2,PROD_000337,SELL_000042,2024-01-19,245.57,18.3
ORD_000887,3,PROD_000461,SELL_000006,2024-05-12,397.27,16.85
ORD_000888,1,PROD_000326,SELL_000008,2024-01-09,404.58,8.67
ORD_000889,1,PROD_000183,SELL_000010,2024-10-30,396.34,31.89
ORD_000889,2,PROD_000477,SELL_000020,2024-06-30,356.84,19.03
ORD_000889,3,PROD_000477,SELL_000014,2024-04-20,43.87,40.81
ORD_000890,1,PROD_000050,SELL_000008,2024-12-16,427.13,15.21
ORD_000890,2,PROD_000420,SELL_000016,2024-05-22,394.89,46.98
ORD_000890,3,PROD_000085,SELL_000040,2024-08-10,422.58,26.03
ORD_000890,4,PROD_000048,SELL_000002,2024-01-25,375.69,40.63
ORD_000891,1,PROD_000116,SELL_000019,2024-06-04,303.88,27.34
ORD_000891,2,PROD_000379,SELL_000046,2024-10-05,353.5,41.62
ORD_000891,3,PROD_000368,SELL_000027,2024-11-17,43.72,28.88
ORD_000892,1,PROD_000048,SELL_000031,2024-09-20,207.7,47.66
ORD_000892,2,PROD_000477,SELL_000009,2024-03-01,189.51,31.58
ORD_000892,3,PROD_000256,SELL_000039,2024-05-11,116.5,24.67
ORD_000892,4,PROD_000471,SELL_000015,2024-09-21,72.51,45.64
ORD_000892,5,PROD_000299,SELL_000003,2024-04-18,115.05,12.21
ORD_000893,1,PROD_000118,SELL_000039,2024-06-14,139.38,6.84
ORD_000893,2,PROD_000451,SELL_000029,2024-01-09,152.02,14.3
ORD_000894,1,PROD_000160,SELL_000047,2024-09-26,116.99,22.84
ORD_000895,1,PROD_000159,SELL_000030,2024-08-30,364.3,27.34
ORD_000895,2,PROD_000004,SELL_000030,2024-01-11,118.38,22.32
ORD_000895,3,PROD_000441,SELL_000049,2024-06-30,207.09,5.17
ORD_000895,4,PROD_000496,SELL_000029,2024-07-13,481.55,11.27
ORD_000896,1,PROD_000437,SELL_000010,2024-03-03,434.07,13.14
ORD_000896,2,PROD_000352,SELL_000042,2024-10-03,72.26,31.15
ORD_000896,3,PROD_000476,SELL_000014,2024-09-15,213.52,48.13
ORD_000896,4,PROD_000085,SELL_000031,2024-10-12,397.17,39.32
ORD_000896,5,PROD_000069,SELL_000028,2024-05-14,357.07,14.7
ORD_000897,1,PROD_000102,SELL_000001,2024-06-03,363.74,21.21
ORD_000897,2,PROD_000301,SELL_000028,2024-10-19,91.39,39.22
ORD_000898,1,PROD_000206,SELL_000043,2024-07-23,25.91,17.29
ORD_000898,2,PROD_000181,SELL_000015,2024-02-19,99.03,16.36
ORD_000898,3,PROD_000469,SELL_000017,2024-04-16,499.26,28.45
ORD_000898,4,PROD_000373,SELL_000018,2024-10-24,440.36,30.31
ORD_000899,1,PROD_000495,SELL_000034,2024-12-03,161.55,43.71
ORD_000900,1,PROD_000180,SELL_000007,2024-03-20,483.77,13.16
ORD_000900,2,PROD_000015,SELL_000025,2024-05-01,239.16,35.7
ORD_000900,3,PROD_000243,SELL_000049,2024-12-29,19.3,30.16
ORD_000900,4,PROD_000372,SELL_000015,2024-07-12,133.69,47.74
