order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_000698,1,debit_card,10,948.4
ORD_000699,1,credit_card,5,326.07
ORD_000700,1,debit_card,3,1224.44
ORD_000701,1,boleto,10,1153.1
ORD_000702,1,debit_card,1,1103.16
ORD_000703,1,boleto,10,801.35
ORD_000704,1,credit_card,3,696.97
ORD_000705,1,credit_card,2,691.23
ORD_000706,1,credit_card,10,553.27
ORD_000707,1,credit_card,4,666.38
ORD_000708,1,credit_card,1,749.56
ORD_000709,1,credit_card,1,602.09
ORD_000710,1,credit_card,4,281.12
ORD_000711,1,credit_card,6,815.28
ORD_000712,1,credit_card,1,1022.1
ORD_000713,1,boleto,12,809.23
ORD_000714,1,credit_card,4,104.79
ORD_000715,1,credit_card,6,1283.57
ORD_000716,1,voucher,3,1115.63
ORD_000717,1,voucher,2,71.7
ORD_000718,1,credit_card,5,526.99
ORD_000719,1,debit_card,3,1240.84
ORD_000720,1,credit_card,3,735.14
ORD_000721,1,debit_card,4,380.81
ORD_000722,1,debit_card,6,1134.98
ORD_000723,1,credit_card,1,1073.11
ORD_000724,1,boleto,1,1676.0
ORD_000725,1,debit_card,1,639.22
ORD_000726,1,voucher,5,240.93
ORD_000727,1,credit_card,1,855.16
ORD_000728,1,voucher,10,77.93
ORD_000729,1,credit_card,12,34.99
ORD_000730,1,debit_card,1,1293.48
ORD_000731,1,boleto,1,923.97
ORD_000732,1,voucher,4,1164.86
ORD_000733,1,debit_card,10,708.03
ORD_000734,1,boleto,6,385.89
ORD_000735,1,debit_card,3,1637.23
ORD_000736,1,boleto,1,135.19
ORD_000737,1,debit_card,1,843.61
ORD_000738,1,credit_card,4,1510.38
ORD_000739,1,boleto,2,606.59
ORD_000740,1,credit_card,1,1087.22
ORD_000741,1,credit_card,1,1231.48
ORD_000742,1,boleto,5,1374.96
ORD_000743,1,credit_card,12,1610.83
ORD_000744,1,credit_card,1,223.13
ORD_000745,1,boleto,1,750.59
ORD_000746,1,boleto,1,794.2
ORD_000747,1,voucher,1,205.91
ORD_000748,1,voucher,12,1037.47
ORD_000749,1,boleto,5,112.76
ORD_000750,1,boleto,1,1105.52
ORD_000751,1,debit_card,2,622.28
ORD_000752,1,credit_card,3,1126.08
ORD_000753,1,boleto,10,1694.27
ORD_000754,1,credit_card,2,715.34
ORD_000755,1,credit_card,10,677.56
ORD_000756,1,credit_card,2,544.58
ORD_000757,1,voucher,1,1477.37
ORD_000758,1,credit_card,1,1991.58
ORD_000759,1,voucher,1,1494.2
ORD_000760,1,credit_card,1,901.96
ORD_000761,1,credit_card,6,470.41
ORD_000762,1,boleto,1,1044.12
ORD_000763,1,boleto,1,1329.79
ORD_000764,1,credit_card,1,1439.35
ORD_000765,1,boleto,1,1275.94
ORD_000766,1,voucher,4,654.68
ORD_000767,1,voucher,1,646.19
ORD_000768,1,boleto,1,777.55
ORD_000769,1,boleto,3,139.15
ORD_000770,1,credit_card,1,96.25
ORD_000771,1,boleto,1,1225.64
ORD_000772,1,credit_card,1,1127.02
ORD_000773,1,credit_card,1,935.64
ORD_000774,1,credit_card,10,505.43
ORD_000775,1,credit_card,1,877.8
ORD_000776,1,credit_card,1,374.06
ORD_000777,1,credit_card,5,15.56
ORD_000778,1,credit_card,1,759.71
ORD_000779,1,debit_card,5,1050.86
ORD_000780,1,credit_card,5,547.9
ORD_000781,1,debit_card,1,374.73
ORD_000782,1,voucher,6,1003.9
ORD_000783,1,boleto,1,147.66
ORD_000784,1,credit_card,1,897.18
ORD_000785,1,boleto,5,1031.34
ORD_000786,1,credit_card,10,1174.76
ORD_000787,1,voucher,6,448.14
ORD_000788,1,debit_card,1,264.5
ORD_000789,1,debit_card,6,489.02
ORD_000790,1,boleto,3,243.43
ORD_000791,1,credit_card,10,921.53
ORD_000792,1,credit_card,1,261.56
ORD_000793,1,boleto,1,134.0
ORD_000794,1,credit_card,1,655.18
ORD_000795,1,boleto,5,1307.85
ORD_000796,1,debit_card,1,638.05
ORD_000797,1,boleto,1,1162.18
ORD_000798,1,credit_card,4,1477.89
ORD_000799,1,credit_card,1,420.49
ORD_000800,1,credit_card,6,136.73
ORD_000801,1,credit_card,1,686.54
ORD_000802,1,credit_card,1,331.44
ORD_000803,1,debit_card,3,1219.09
ORD_000804,1,credit_card,5,783.58
ORD_000805,1,voucher,12,549.03
ORD_000806,1,credit_card,2,342.94
ORD_000807,1,debit_card,3,888.65
ORD_000808,1,credit_card,1,1129.83
ORD_000809,1,credit_card,1,1459.6
ORD_000810,1,credit_card,6,480.3
ORD_000811,1,credit_card,1,671.76
ORD_000812,1,credit_card,6,1279.03
ORD_000813,1,credit_card,5,481.26
ORD_000814,1,credit_card,1,913.28
ORD_000815,1,credit_card,2,783.01
ORD_000816,1,debit_card,4,381.41
ORD_000817,1,credit_card,1,833.92
ORD_000818,1,boleto,2,248.83
ORD_000819,1,credit_card,5,1100.31
ORD_000820,1,credit_card,2,1098.82
ORD_000821,1,credit_card,1,1001.91
ORD_000822,1,debit_card,1,558.98
ORD_000823,1,voucher,10,1345.16
ORD_000824,1,credit_card,3,81.85
ORD_000825,1,credit_card,1,1163.93
ORD_000826,1,credit_card,1,1337.79
ORD_000827,1,voucher,5,1465.92
ORD_000828,1,credit_card,5,444.75
ORD_000829,1,boleto,2,1197.38
ORD_000830,1,credit_card,10,839.44
ORD_000831,1,credit_card,4,596.74
ORD_000832,1,credit_card,6,1072.08
ORD_000833,1,credit_card,6,933.72
ORD_000834,1,credit_card,5,1350.11
ORD_000835,1,credit_card,2,562.92
ORD_000836,1,boleto,2,731.12
ORD_000837,1,debit_card,2,370.79
ORD_000838,1,boleto,4,450.35
ORD_000839,1,debit_card,4,452.9
ORD_000840,1,boleto,3,562.69
ORD_000841,1,boleto,3,1698.18
ORD_000842,1,voucher,1,690.08
ORD_000843,1,boleto,2,516.35
ORD_000844,1,boleto,2,224.0
ORD_000845,1,debit_card,6,275.74
ORD_000846,1,credit_card,5,854.43
ORD_000847,1,debit_card,2,373.12
ORD_000848,1,debit_card,1,554.94
ORD_000849,1,voucher,5,228.11
ORD_000850,1,credit_card,12,977.42
ORD_000851,1,credit_card,1,409.91
ORD_000852,1,credit_card,5,807.65
ORD_000853,1,voucher,1,434.72
ORD_000854,1,credit_card,1,1270.93
ORD_000855,1,credit_card,1,288.42
ORD_000856,1,credit_card,6,463.56
ORD_000857,1,credit_card,5,735.79
ORD_000858,1,credit_card,4,85.31
ORD_000859,1,boleto,1,414.2
ORD_000860,1,credit_card,1,1121.75
ORD_000861,1,debit_card,1,1191.69
ORD_000862,1,debit_card,1,1083.83
ORD_000863,1,credit_card,1,463.63
ORD_000864,1,debit_card,2,66.36
ORD_000865,1,debit_card,1,1158.17
ORD_000866,1,credit_card,12,25.11
ORD_000867,1,credit_card,2,422.85
ORD_000868,1,boleto,5,395.15
ORD_000869,1,credit_card,3,760.21
ORD_000870,1,credit_card,3,1660.88
ORD_000871,1,credit_card,3,666.32
ORD_000872,1,credit_card,3,1352.74
ORD_000873,1,boleto,1,1348.46
ORD_000874,1,credit_card,3,1121.47
ORD_000875,1,boleto,1,582.92
ORD_000876,1,credit_card,12,1361.31
ORD_000877,1,credit_card,5,141.93
ORD_000878,1,credit_card,1,857.53
ORD_000879,1,credit_card,3,463.86
ORD_000880,1,debit_card,12,727.06
ORD_000881,1,voucher,2,630.72
ORD_000882,1,credit_card,10,1910.31
ORD_000883,1,credit_card,12,534.25
ORD_000884,1,credit_card,10,443.66
ORD_000885,1,boleto,1,1464.31
ORD_000886,1,credit_card,12,956.11
ORD_000887,1,voucher,1,719.61
ORD_000888,1,credit_card,4,404.58
ORD_000889,1,voucher,1,797.05
ORD_000890,1,credit_card,1,1620.29
ORD_000891,1,debit_card,4,701.1
ORD_000892,1,credit_card,2,701.27
ORD_000893,1,credit_card,1,291.4
ORD_000894,1,credit_card,12,116.99
ORD_000895,1,voucher,1,1171.32
ORD_000896,1,credit_card,6,1474.09
ORD_000897,1,debit_card,2,455.13
ORD_000898,1,debit_card,2,1064.56
ORD_000899,1,voucher,6,161.55
ORD_000900,1,credit_card,2,875.92
ORD_000901,1,credit_card,10,366.04
ORD_000902,1,boleto,4,785.09
ORD_000903,1,boleto,1,394.42
ORD_000904,1,credit_card,2,749.81
ORD_000905,1,credit_card,2,530.34
ORD_000906,1,credit_card,1,50.18
ORD_000907,1,boleto,1,721.35
ORD_000908,1,credit_card,5,1802.23
ORD_000909,1,credit_card,1,891.6
ORD_000910,1,credit_card,4,910.15
ORD_000911,1,credit_card,4,1083.72
ORD_000912,1,boleto,3,912.31
ORD_000913,1,credit_card,1,1717.12
ORD_000914,1,voucher,1,764.86
ORD_000915,1,credit_card,5,721.71
ORD_000916,1,credit_card,3,454.5
ORD_000917,1,voucher,6,685.94
ORD_000918,1,credit_card,2,112.43
ORD_000919,1,debit_card,2,994.2
ORD_000920,1,credit_card,1,915.65
ORD_000921,1,credit_card,1,149.0
ORD_000922,1,boleto,10,97.73
ORD_000923,1,credit_card,3,344.21
ORD_000924,1,credit_card,2,138.56
ORD_000925,1,boleto,3,893.4
ORD_000926,1,credit_card,1,381.13
ORD_000927,1,debit_card,2,556.38
ORD_000928,1,credit_card,6,424.61
ORD_000929,1,credit_card,2,99.34
ORD_000930,1,voucher,2,749.31
ORD_000931,1,boleto,3,391.47
ORD_000932,1,credit_card,10,1243.66
ORD_000933,1,voucher,1,422.3
ORD_000934,1,credit_card,1,463.42
ORD_000935,1,credit_card,1,1539.51
ORD_000936,1,credit_card,12,1336.23
ORD_000937,1,credit_card,2,474.31
ORD_000938,1,boleto,5,762.93
ORD_000939,1,boleto,2,236.83
ORD_000940,1,debit_card,1,308.54
ORD_000941,1,credit_card,1,720.04
ORD_000942,1,boleto,10,1209.96
ORD_000943,1,credit_card,12,81.22
ORD_000944,1,debit_card,2,1456.68
ORD_000945,1,credit_card,1,170.89
ORD_000946,1,boleto,1,1147.43
ORD_000947,1,credit_card,1,1068.29
ORD_000948,1,credit_card,2,1114.63
ORD_000949,1,credit_card,4,1289.36
ORD_000950,1,debit_card,2,1023.42
ORD_000951,1,debit_card,1,954.37
ORD_000952,1,boleto,1,1151.49
ORD_000953,1,debit_card,2,803.78
ORD_000954,1,credit_card,1,241.06
ORD_000955,1,credit_card,1,678.54
ORD_000956,1,credit_card,3,1520.57
ORD_000957,1,credit_card,6,504.26
ORD_000958,1,credit_card,2,500.12
ORD_000959,1,credit_card,12,543.13
ORD_000960,1,debit_card,12,374.0
ORD_000961,1,boleto,1,986.81
ORD_000962,1,debit_card,2,1294.44
ORD_000963,1,credit_card,1,708.93
ORD_000964,1,credit_card,2,2118.55
ORD_000965,1,debit_card,2,476.32
ORD_000966,1,credit_card,1,275.26
ORD_000967,1,voucher,1,251.05
ORD_000968,1,boleto,1,1367.57
ORD_000969,1,boleto,3,1081.46
ORD_000970,1,credit_card,1,654.01
ORD_000971,1,voucher,10,216.48
ORD_000972,1,debit_card,2,543.25
ORD_000973,1,credit_card,3,452.48
ORD_000974,1,credit_card,10,1454.23
ORD_000975,1,credit_card,3,305.54
ORD_000976,1,voucher,1,412.94
ORD_000977,1,boleto,3,676.7
ORD_000978,1,debit_card,6,1247.07
ORD_000979,1,voucher,1,450.87
ORD_000980,1,credit_card,4,1146.2
ORD_000981,1,credit_card,2,1996.31
ORD_000982,1,boleto,2,697.25
ORD_000983,1,credit_card,2,25.71
ORD_000984,1,credit_card,10,1266.86
ORD_000985,1,voucher,5,34.45
ORD_000986,1,credit_card,2,535.96
ORD_000987,1,boleto,4,450.86
ORD_000988,1,debit_card,1,853.38
ORD_000989,1,credit_card,3,1668.5
ORD_000990,1,credit_card,2,491.22
ORD_000991,1,credit_card,1,271.37
ORD_000992,1,credit_card,1,523.57
ORD_000993,1,voucher,1,745.09
ORD_000994,1,voucher,2,211.23
ORD_000995,1,debit_card,1,936.91
ORD_000996,1,credit_card,1,1050.18
ORD_000997,1,boleto,1,741.24
ORD_000998,1,debit_card,12,109.12
ORD_000999,1,credit_card,6,1480.63
ORD_001000,1,debit_card,10,678.75
ORD_001001,1,credit_card,10,1182.65
ORD_001002,1,boleto,5,1661.07
ORD_001003,1,debit_card,2,586.75
ORD_001004,1,boleto,5,546.61
ORD_001005,1,credit_card,1,1094.18
ORD_001006,1,voucher,1,1502.4
ORD_001007,1,credit_card,3,509.52
ORD_001008,1,credit_card,3,966.32
ORD_001009,1,debit_card,2,164.56
ORD_001010,1,credit_card,1,1274.95
ORD_001011,1,debit_card,2,257.42
ORD_001012,1,credit_card,12,1106.8
ORD_001013,1,debit_card,4,150.28
ORD_001014,1,credit_card,5,912.44
ORD_001015,1,credit_card,6,528.35
ORD_001016,1,credit_card,10,586.73
ORD_001017,1,credit_card,10,1255.17
ORD_001018,1,debit_card,2,75.4
ORD_001019,1,debit_card,2,457.19
ORD_001020,1,credit_card,1,43.01
ORD_001021,1,debit_card,4,1535.32
ORD_001022,1,boleto,2,977.32
ORD_001023,1,boleto,4,521.19
ORD_001024,1,voucher,1,1858.4
ORD_001025,1,debit_card,1,446.11
ORD_001026,1,credit_card,1,1619.66
ORD_001027,1,boleto,3,1171.61
ORD_001028,1,voucher,10,981.59
ORD_001029,1,voucher,3,745.69
ORD_001030,1,credit_card,3,1283.69
ORD_001031,1,credit_card,5,788.89
ORD_001032,1,voucher,2,402.96
ORD_001033,1,credit_card,5,1281.42
ORD_001034,1,voucher,6,473.31
ORD_001035,1,voucher,1,248.46
ORD_001036,1,debit_card,6,919.13
ORD_001037,1,boleto,2,1073.27
ORD_001038,1,credit_card,2,346.19
ORD_001039,1,debit_card,3,295.1
ORD_001040,1,debit_card,6,830.84
ORD_001041,1,voucher,1,1110.55
ORD_001042,1,voucher,1,406.42
ORD_001043,1,credit_card,2,1081.81
ORD_001044,1,credit_card,12,1494.46
ORD_001045,1,credit_card,3,1461.49
ORD_001046,1,credit_card,3,1127.68
ORD_001047,1,voucher,3,931.85
ORD_001048,1,credit_card,2,456.92
ORD_001049,1,credit_card,12,1041.46
ORD_001050,1,debit_card,4,1104.04
ORD_001051,1,voucher,1,377.44
ORD_001052,1,credit_card,1,1275.07
ORD_001053,1,boleto,2,461.05
ORD_001054,1,debit_card,3,854.49
ORD_001055,1,debit_card,1,482.13
ORD_001056,1,credit_card,3,1016.35
ORD_001057,1,credit_card,6,357.02
ORD_001058,1,credit_card,5,1151.46
ORD_001059,1,boleto,5,1617.15
ORD_001060,1,credit_card,5,804.34
ORD_001061,1,credit_card,3,391.51
ORD_001062,1,debit_card,1,586.69
ORD_001063,1,credit_card,5,1406.46
ORD_001064,1,credit_card,3,878.52
ORD_001065,1,debit_card,2,697.89
ORD_001066,1,voucher,1,862.73
ORD_001067,1,voucher,3,85.87
ORD_001068,1,voucher,1,491.08
ORD_001069,1,boleto,1,527.2
ORD_001070,1,voucher,12,1642.31
ORD_001071,1,credit_card,6,496.54
ORD_001072,1,credit_card,1,703.63
ORD_001073,1,credit_card,4,319.45
ORD_001074,1,debit_card,12,588.34
ORD_001075,1,debit_card,6,683.38
ORD_001076,1,credit_card,3,436.8
ORD_001077,1,voucher,1,627.9
ORD_001078,1,boleto,6,1127.3
ORD_001079,1,voucher,10,1019.3
ORD_001080,1,boleto,10,1240.04
ORD_001081,1,boleto,10,2056.5
ORD_001082,1,voucher,5,1091.06
ORD_001083,1,credit_card,1,721.35
ORD_001084,1,debit_card,1,1424.32
ORD_001085,1,boleto,1,13.21
ORD_001086,1,boleto,1,411.2
ORD_001087,1,credit_card,1,626.1
ORD_001088,1,boleto,1,844.26
ORD_001089,1,voucher,5,1354.85
ORD_001090,1,credit_card,4,1105.2
ORD_001091,1,debit_card,1,977.7
ORD_001092,1,voucher,1,345.34
ORD_001093,1,credit_card,12,318.04
ORD_001094,1,credit_card,10,266.0
ORD_001095,1,credit_card,12,1097.87
ORD_001096,1,credit_card,3,1398.38
ORD_001097,1,debit_card,12,33.07
ORD_001098,1,boleto,4,1342.76
ORD_001099,1,debit_card,12,1080.29
ORD_001100,1,credit_card,4,1324.49
ORD_001101,1,voucher,4,1135.84
ORD_001102,1,voucher,12,1736.85
ORD_001103,1,credit_card,1,872.05
ORD_001104,1,credit_card,2,755.62
ORD_001105,1,credit_card,1,1900.69
ORD_001106,1,boleto,3,1715.23
ORD_001107,1,credit_card,1,1458.18
ORD_001108,1,debit_card,3,1313.01
ORD_001109,1,debit_card,12,849.21
ORD_001110,1,debit_card,3,356.86
ORD_001111,1,credit_card,12,486.4
ORD_001112,1,credit_card,1,700.13
ORD_001113,1,debit_card,4,1192.11
ORD_001114,1,credit_card,2,1426.45
ORD_001115,1,voucher,1,350.91
ORD_001116,1,debit_card,3,850.94
ORD_001117,1,debit_card,1,748.14
ORD_001118,1,credit_card,6,573.5
ORD_001119,1,credit_card,6,988.65
ORD_001120,1,credit_card,1,829.55
ORD_001121,1,voucher,2,1332.7
ORD_001122,1,voucher,12,729.05
ORD_001123,1,credit_card,10,1267.38
ORD_001124,1,debit_card,6,569.85
ORD_001125,1,debit_card,1,1584.15
ORD_001126,1,voucher,3,1570.52
ORD_001127,1,debit_card,10,218.26
ORD_001128,1,credit_card,2,380.68
ORD_001129,1,credit_card,1,1256.99
ORD_001130,1,voucher,4,1380.32
ORD_001131,1,credit_card,1,924.51
ORD_001132,1,boleto,6,1293.8
ORD_001133,1,credit_card,5,1447.3
ORD_001134,1,credit_card,1,570.6
ORD_001135,1,boleto,4,1388.81
ORD_001136,1,voucher,1,258.0
ORD_001137,1,credit_card,2,915.56
ORD_001138,1,boleto,6,1231.29
ORD_001139,1,credit_card,5,1213.32
ORD_001140,1,credit_card,1,866.14
ORD_001141,1,credit_card,4,203.98
ORD_001142,1,boleto,2,843.52
ORD_001143,1,credit_card,1,671.28
ORD_001144,1,voucher,4,438.88
ORD_001145,1,boleto,6,621.46
ORD_001146,1,debit_card,1,644.45
ORD_001147,1,credit_card,5,1782.06
ORD_001148,1,boleto,3,873.26
ORD_001149,1,voucher,1,685.07
ORD_001150,1,boleto,1,490.1
ORD_001151,1,debit_card,2,834.2
ORD_001152,1,voucher,2,367.15
ORD_001153,1,boleto,1,1418.49
ORD_001154,1,boleto,4,356.57
ORD_001155,1,voucher,6,143.81
ORD_001156,1,debit_card,3,1148.17
ORD_001157,1,credit_card,1,439.56
ORD_001158,1,credit_card,2,56.94
ORD_001159,1,debit_card,3,130.98
ORD_001160,1,debit_card,2,628.92
ORD_001161,1,credit_card,2,407.81
ORD_001162,1,voucher,3,1155.36
ORD_001163,1,voucher,3,1031.53
ORD_001164,1,credit_card,1,273.24
ORD_001165,1,boleto,3,50.82
ORD_001166,1,credit_card,1,520.76
ORD_001167,1,credit_card,6,115.2
ORD_001168,1,credit_card,1,344.79
ORD_001169,1,debit_card,6,141.74
ORD_001170,1,debit_card,1,900.08
ORD_001171,1,credit_card,3,851.41
ORD_001172,1,boleto,2,1225.08
ORD_001173,1,debit_card,1,838.94
ORD_001174,1,voucher,1,669.96
ORD_001175,1,boleto,4,834.08
ORD_001176,1,credit_card,1,454.81
ORD_001177,1,credit_card,6,496.76
ORD_001178,1,credit_card,4,706.68
ORD_001179,1,voucher,2,836.21
ORD_001180,1,credit_card,12,276.08
ORD_001181,1,voucher,6,481.29
ORD_001182,1,credit_card,3,775.03
ORD_001183,1,voucher,4,514.63
ORD_001184,1,credit_card,2,588.52
ORD_001185,1,credit_card,12,562.21
ORD_001186,1,credit_card,1,706.3
ORD_001187,1,credit_card,4,684.3
ORD_001188,1,credit_card,6,213.99
ORD_001189,1,credit_card,4,561.84
ORD_001190,1,debit_card,10,1109.73
ORD_001191,1,voucher,6,517.83
ORD_001192,1,credit_card,1,577.01
ORD_001193,1,credit_card,2,1304.16
ORD_001194,1,credit_card,1,294.85
ORD_001195,1,voucher,10,839.32
ORD_001196,1,debit_card,10,39.97
ORD_001197,1,credit_card,2,46.89
ORD_001198,1,boleto,1,1366.63
ORD_001199,1,credit_card,4,1423.22
ORD_001200,1,credit_card,4,406.41
ORD_001201,1,credit_card,2,974.32
ORD_001202,1,credit_card,1,166.03
ORD_001203,1,credit_card,1,101.69
ORD_001204,1,debit_card,6,1767.02
ORD_001205,1,credit_card,3,556.4
ORD_001206,1,boleto,4,1746.89
ORD_001207,1,voucher,5,588.8
ORD_001208,1,boleto,6,208.58
ORD_001209,1,boleto,6,536.47
ORD_001210,1,boleto,2,697.41
ORD_001211,1,debit_card,1,957.72
ORD_001212,1,boleto,6,1150.93
ORD_001213,1,boleto,5,814.7
ORD_001214,1,credit_card,1,879.14
ORD_001215,1,credit_card,5,1101.29
ORD_001216,1,credit_card,5,382.21
ORD_001217,1,credit_card,1,80.32
ORD_001218,1,credit_card,1,892.66
ORD_001219,1,voucher,1,223.49
ORD_001220,1,voucher,1,254.11
ORD_001221,1,voucher,5,1419.87
ORD_001222,1,credit_card,1,368.64
ORD_001223,1,debit_card,1,1053.9
ORD_001224,1,credit_card,1,1182.39
ORD_001225,1,debit_card,10,667.17
ORD_001226,1,credit_card,10,705.02
ORD_001227,1,credit_card,2,1090.19
ORD_001228,1,voucher,3,1144.09
ORD_001229,1,credit_card,1,285.0
ORD_001230,1,credit_card,2,1174.18
ORD_001231,1,credit_card,10,1173.46
ORD_001232,1,credit_card,1,857.05
ORD_001233,1,credit_card,4,379.18
ORD_001234,1,credit_card,1,476.46
ORD_001235,1,debit_card,1,506.79
ORD_001236,1,credit_card,6,574.62
ORD_001237,1,voucher,1,1481.47
ORD_001238,1,credit_card,3,468.41
ORD_001239,1,boleto,6,889.4
ORD_001240,1,voucher,2,1289.28
ORD_001241,1,voucher,1,561.06
ORD_001242,1,credit_card,1,874.09
ORD_001243,1,voucher,3,1001.63
ORD_001244,1,debit_card,4,315.17
ORD_001245,1,debit_card,2,246.51
ORD_001246,1,boleto,3,109.86
ORD_001247,1,boleto,1,1448.3
ORD_001248,1,debit_card,12,609.45
ORD_001249,1,boleto,1,728.48
ORD_001250,1,credit_card,3,374.36
ORD_001251,1,debit_card,2,1144.34
ORD_001252,1,credit_card,6,754.97
ORD_001253,1,boleto,4,1270.37
ORD_001254,1,debit_card,3,516.56
ORD_001255,1,debit_card,2,1404.46
ORD_001256,1,voucher,1,226.44
ORD_001257,1,voucher,1,1881.76
ORD_001258,1,credit_card,1,857.07
ORD_001259,1,voucher,6,1096.46
ORD_001260,1,debit_card,5,351.75
ORD_001261,1,credit_card,1,1361.68
ORD_001262,1,voucher,1,524.22
ORD_001263,1,credit_card,4,1521.46
ORD_001264,1,debit_card,2,11.23
ORD_001265,1,debit_card,1,702.54
ORD_001266,1,credit_card,4,142.57
ORD_001267,1,credit_card,5,1633.01
ORD_001268,1,credit_card,6,1013.72
ORD_001269,1,boleto,1,1020.3
ORD_001270,1,credit_card,1,61.27
ORD_001271,1,credit_card,4,1405.54
ORD_001272,1,credit_card,10,1691.41
ORD_001273,1,voucher,4,1468.97
ORD_001274,1,debit_card,10,660.86
ORD_001275,1,credit_card,2,1128.0
ORD_001276,1,debit_card,12,208.94
ORD_001277,1,boleto,1,393.3
ORD_001278,1,credit_card,6,1463.32
ORD_001279,1,credit_card,1,140.48
ORD_001280,1,debit_card,5,670.15
ORD_001281,1,debit_card,5,1077.53
ORD_001282,1,voucher,1,1841.11
ORD_001283,1,boleto,5,861.29
ORD_001284,1,credit_card,3,166.82
ORD_001285,1,credit_card,1,375.81
ORD_001286,1,debit_card,3,1405.94
ORD_001287,1,credit_card,4,622.94
ORD_001288,1,credit_card,1,1346.71
ORD_001289,1,credit_card,1,1131.23
ORD_001290,1,voucher,5,903.32
ORD_001291,1,boleto,1,1193.91
ORD_001292,1,credit_card,3,359.76
ORD_001293,1,voucher,12,39.24
ORD_001294,1,voucher,1,889.02
ORD_001295,1,credit_card,5,404.2
ORD_001296,1,credit_card,12,708.3
ORD_001297,1,credit_card,1,254.81
ORD_001298,1,voucher,2,428.08
ORD_001299,1,credit_card,4,359.53
ORD_001300,1,debit_card,2,1201.09
ORD_001301,1,credit_card,4,1208.63
ORD_001302,1,credit_card,1,733.22
ORD_001303,1,credit_card,2,982.62
ORD_001304,1,credit_card,6,377.54
ORD_001305,1,credit_card,4,421.86
ORD_001306,1,credit_card,6,124.65
ORD_001307,1,debit_card,3,569.19
ORD_001308,1,debit_card,3,350.55
ORD_001309,1,boleto,4,1665.21
ORD_001310,1,credit_card,4,1058.31
ORD_001311,1,credit_card,5,1201.4
ORD_001312,1,boleto,2,1024.87
ORD_001313,1,credit_card,10,815.49
ORD_001314,1,debit_card,1,1097.92
ORD_001315,1,boleto,2,973.09
ORD_001316,1,voucher,5,1119.47
ORD_001317,1,credit_card,4,982.09
ORD_001318,1,credit_card,6,1114.27
ORD_001319,1,credit_card,3,1372.3
ORD_001320,1,debit_card,1,158.23
ORD_001321,1,credit_card,1,1166.94
ORD_001322,1,boleto,5,825.55
ORD_001323,1,boleto,1,931.75
ORD_001324,1,voucher,2,886.9
ORD_001325,1,debit_card,6,483.52
ORD_001326,1,debit_card,4,1544.73
ORD_001327,1,credit_card,5,1125.92
ORD_001328,1,boleto,2,1202.93
ORD_001329,1,credit_card,3,773.72
ORD_001330,1,credit_card,1,11.11
ORD_001331,1,credit_card,6,963.76
ORD_001332,1,credit_card,4,823.09
ORD_001333,1,voucher,5,1066.5
ORD_001334,1,debit_card,2,1636.33
ORD_001335,1,credit_card,1,106.0
ORD_001336,1,credit_card,10,1127.05
ORD_001337,1,credit_card,1,932.15
ORD_001338,1,voucher,4,696.32
ORD_001339,1,credit_card,1,469.04
ORD_001340,1,credit_card,1,759.09
ORD_001341,1,boleto,3,456.04
ORD_001342,1,boleto,6,120.95
ORD_001343,1,debit_card,1,260.52
ORD_001344,1,debit_card,3,756.91
ORD_001345,1,debit_card,6,739.08
ORD_001346,1,credit_card,3,1455.38
ORD_001347,1,debit_card,1,823.19
ORD_001348,1,voucher,1,722.71
ORD_001349,1,boleto,5,1073.58
ORD_001350,1,voucher,2,1315.36
ORD_001351,1,voucher,1,1313.89
ORD_001352,1,debit_card,12,348.58
ORD_001353,1,credit_card,10,1401.34
ORD_001354,1,voucher,3,1313.0
ORD_001355,1,boleto,4,350.49
ORD_001356,1,credit_card,12,1065.4
ORD_001357,1,credit_card,1,213.27
ORD_001358,1,boleto,1,46.79
ORD_001359,1,boleto,10,766.08
ORD_001360,1,boleto,3,766.44
ORD_001361,1,credit_card,3,714.61
ORD_001362,1,credit_card,1,1444.93
ORD_001363,1,debit_card,10,517.93
ORD_001364,1,credit_card,2,1376.46
ORD_001365,1,boleto,10,1315.08
ORD_001366,1,credit_card,5,1321.58
ORD_001367,1,boleto,3,269.13
ORD_001368,1,boleto,1,666.62
ORD_001369,1,credit_card,6,599.99
ORD_001370,1,credit_card,3,323.47
ORD_001371,1,credit_card,3,914.91
ORD_001372,1,voucher,1,848.44
ORD_001373,1,boleto,12,895.02
ORD_001374,1,boleto,1,870.23
ORD_001375,1,boleto,4,849.64
ORD_001376,1,voucher,3,1321.57
ORD_001377,1,credit_card,1,1607.86
ORD_001378,1,debit_card,1,1124.1
ORD_001379,1,credit_card,3,801.06
ORD_001380,1,credit_card,4,931.42
ORD_001381,1,debit_card,1,70.43
ORD_001382,1,voucher,2,257.26
ORD_001383,1,boleto,1,957.27
ORD_001384,1,voucher,6,10.77
ORD_001385,1,voucher,4,1180.1
ORD_001386,1,boleto,12,421.05
ORD_001387,1,debit_card,12,852.34
ORD_001388,1,debit_card,3,314.8
ORD_001389,1,debit_card,12,1809.83
ORD_001390,1,credit_card,5,878.3
ORD_001391,1,credit_card,12,1109.5
ORD_001392,1,voucher,4,803.87
ORD_001393,1,voucher,6,53.2
ORD_001394,1,voucher,1,1527.85
ORD_001395,1,credit_card,1,108.42
